Index,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3445,0,0.0,0,0.0,2,37.0,0.0,0.1,0.0,0.2,May,2,2,6,3,Returning_Visitor,False,False
3446,0,0.0,0,0.0,16,571.5,0.041666667000000004,0.091666667,0.0,0.4,May,7,1,6,3,Returning_Visitor,False,False
3447,0,0.0,0,0.0,14,1025.0,0.042857143,0.066666667,0.0,0.0,May,4,2,1,13,Returning_Visitor,False,False
3448,5,119.0,0,0.0,49,1143.3485039999998,0.0,0.008595388,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False
3449,1,0.0,0,0.0,23,975.75,0.0,0.05030303,16.197,0.0,May,2,2,6,6,Returning_Visitor,True,False
3450,0,0.0,0,0.0,13,169.0,0.015384615,0.041538462000000005,0.0,0.0,May,1,1,7,1,Returning_Visitor,False,False
3451,0,0.0,0,0.0,20,499.66666669999995,0.01,0.03,0.0,0.6,May,2,2,1,4,Returning_Visitor,False,False
3452,0,0.0,0,0.0,7,139.5,0.0,0.028571429,0.0,0.0,May,3,2,3,2,Returning_Visitor,False,False
3453,4,32.1,1,75.0,88,3827.753571,0.0,0.007269504,0.255191489,0.0,May,2,2,7,6,Returning_Visitor,False,False
3454,0,0.0,0,0.0,5,24.0,0.04,0.12,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
3455,0,0.0,0,0.0,91,2058.534091,0.021348315,0.038816034,0.0,1.0,May,2,2,3,13,Returning_Visitor,True,False
3456,0,0.0,0,0.0,15,1639.5,0.025,0.06875,0.0,0.8,May,2,2,1,13,Returning_Visitor,False,False
3457,4,34.0,0,0.0,3,24.0,0.0,0.04,0.0,0.0,May,1,1,3,2,New_Visitor,False,False
3458,0,0.0,0,0.0,11,720.5,0.0,0.045454545,0.0,0.0,May,6,2,2,2,Returning_Visitor,False,False
3459,0,0.0,0,0.0,6,56.0,0.04,0.08,0.0,0.0,May,3,2,3,1,Returning_Visitor,True,False
3460,5,133.0,0,0.0,16,324.5,0.0,0.031481481,0.0,0.0,May,3,2,8,4,Returning_Visitor,False,False
3461,0,0.0,0,0.0,36,472.66666669999995,0.075675676,0.100510511,0.0,0.8,May,3,2,7,13,Returning_Visitor,False,False
3462,0,0.0,0,0.0,5,38.0,0.12,0.16,0.0,0.6,May,2,5,1,3,Returning_Visitor,False,False
3463,0,0.0,0,0.0,4,568.4782609,0.05,0.068285714,0.0,0.4,May,2,2,1,7,Returning_Visitor,False,False
3464,1,29.5,0,0.0,29,569.1666667000001,0.0,0.01957672,12.455,0.0,May,2,2,3,2,Returning_Visitor,False,True
3465,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False
3466,0,0.0,0,0.0,37,1669.559524,0.016190476000000002,0.051333332999999995,0.0,0.0,May,3,2,3,1,Returning_Visitor,False,False
3467,1,38.0,0,0.0,29,986.8333332999998,0.013793103000000001,0.035057471,0.0,0.0,May,2,4,3,4,Returning_Visitor,False,False
3468,1,32.33333333,1,56.0,62,2414.9,0.0,0.0022222220000000003,30.4615873,0.0,May,2,2,9,2,Returning_Visitor,False,True
3469,0,0.0,0,0.0,24,330.0833333,0.0375,0.043055555999999995,0.0,1.0,May,1,1,7,4,Returning_Visitor,True,False
3470,0,0.0,0,0.0,6,83.0,0.033333333,0.1,0.0,0.6,May,2,2,4,6,Returning_Visitor,False,False
3471,1,74.0,0,0.0,21,744.8333332999999,0.0,0.01,0.0,0.0,May,2,2,1,2,New_Visitor,True,False
3472,1,10.0,0,0.0,16,120.0,0.053333333,0.08,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,False
3473,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
3474,7,71.0,0,0.0,34,1540.75,0.004878049000000001,0.024390244,0.0,0.0,May,2,2,8,3,Returning_Visitor,False,False
3475,0,0.0,0,0.0,8,89.5,0.0,0.05,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
3476,1,27.0,0,0.0,17,1723.0,0.0,0.003921569000000001,0.0,0.0,May,2,5,9,4,New_Visitor,False,False
3477,0,0.0,0,0.0,7,191.0,0.0,0.028571429,0.0,0.0,May,2,4,4,2,Returning_Visitor,False,False
3478,4,75.6,0,0.0,94,1576.205078,0.010752688,0.015506058999999999,0.0,0.6,May,3,2,9,3,Returning_Visitor,False,False
3479,0,0.0,2,23.0,15,506.0,0.033333333,0.06,0.0,0.6,May,2,2,1,4,Returning_Visitor,False,False
3480,0,0.0,0,0.0,39,537.0,0.005128205,0.011965812,0.0,0.0,May,4,2,3,13,Returning_Visitor,False,False
3481,2,32.5,0,0.0,12,239.75,0.0,0.005128205,0.0,0.4,May,2,4,1,5,New_Visitor,False,False
3482,8,120.66666670000001,2,559.0,44,1470.333333,0.016,0.019207791999999998,7.435866667000001,0.0,May,1,2,1,4,Returning_Visitor,True,False
3483,0,0.0,0,0.0,3,105.25,0.0,0.04444444400000001,0.0,0.0,May,3,2,8,4,Returning_Visitor,True,False
3484,0,0.0,0,0.0,21,1636.5,0.042857143,0.06587301599999999,0.0,0.4,May,2,4,1,3,Returning_Visitor,False,False
3485,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,2,4,7,6,Returning_Visitor,False,False
3486,4,128.5,0,0.0,14,273.25,0.0,0.0125,0.0,0.0,May,1,8,4,4,Returning_Visitor,True,False
3487,1,28.0,0,0.0,19,362.0,0.0,0.005555556,0.0,0.0,May,2,2,7,5,Returning_Visitor,False,False
3488,3,51.5,0,0.0,21,1623.5,0.0,0.005,49.3886,0.6,May,2,4,2,3,New_Visitor,False,True
3489,2,57.0,1,4.0,35,1643.333333,0.010526316,0.031578947,0.0,0.2,May,2,2,1,4,Returning_Visitor,False,False
3490,0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
3491,14,247.13636359999998,2,120.66666670000001,56,1080.266667,0.01884058,0.025355417999999998,24.72661836,0.6,May,3,2,1,1,Returning_Visitor,False,False
3492,0,0.0,0,0.0,12,152.0,0.0,0.002380952,0.0,1.0,May,3,2,1,2,Returning_Visitor,True,False
3493,2,256.0,0,0.0,14,574.5,0.0,0.014285714,0.0,0.0,May,3,3,8,11,New_Visitor,False,False
3494,0,0.0,0,0.0,11,142.41666669999998,0.0,0.036363636,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
3495,2,37.5,0,0.0,55,1420.472496,0.001212121,0.005750251,0.0,0.8,May,1,1,3,4,Returning_Visitor,False,False
3496,0,0.0,0,0.0,5,19.0,0.0,0.08,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
3497,0,0.0,0,0.0,10,3291.0,0.02,0.057999999999999996,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
3498,0,0.0,0,0.0,47,1144.483333,0.041843972,0.055319149000000005,0.0,0.0,May,3,2,3,13,Returning_Visitor,False,False
3499,10,76.16666667,0,0.0,17,404.0,0.0,0.025757576,0.0,0.0,May,1,2,2,11,Returning_Visitor,True,False
3500,4,202.0,0,0.0,28,714.9666667,0.014666667,0.016973138000000002,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
3501,0,0.0,0,0.0,25,527.5,0.0,0.003466667,0.0,0.8,May,2,2,1,4,Returning_Visitor,False,False
3502,1,18.0,0,0.0,8,66.0,0.075,0.0875,0.0,0.4,May,3,2,1,13,Returning_Visitor,False,False
3503,7,160.23076919999997,0,0.0,125,4313.139103,0.001736111,0.019623016,11.37678683,0.0,May,2,2,4,6,Returning_Visitor,True,False
3504,0,0.0,0,0.0,15,454.75,0.026666667,0.033333333,0.0,0.0,May,3,2,3,1,Returning_Visitor,True,False
3505,2,338.0,0,0.0,17,1205.566667,0.0125,0.0375,19.23625,0.8,May,3,2,2,2,Returning_Visitor,False,True
3506,0,0.0,3,29.0,41,1652.75,0.013636364,0.035119048,0.0,0.0,May,2,2,4,4,Returning_Visitor,True,False
3507,0,0.0,0,0.0,7,239.5,0.0,0.016666667,0.0,0.0,May,3,2,1,6,New_Visitor,True,False
3508,0,0.0,0,0.0,14,1539.0,0.015384615,0.030769231,0.0,0.0,May,2,10,2,2,Returning_Visitor,False,False
3509,2,844.0,0,0.0,6,192.5,0.05,0.075,0.0,0.6,May,3,2,6,2,Returning_Visitor,False,False
3510,3,73.5,3,171.0,76,2208.788095,0.0,0.004756098,3.2003048780000003,0.0,May,4,1,7,2,Returning_Visitor,True,False
3511,2,13.33333333,0,0.0,105,2062.443592,0.01220527,0.020275689,0.0,0.6,May,3,2,1,4,Returning_Visitor,False,False
3512,4,324.5,0,0.0,30,1456.783333,0.0,0.009019608,30.01288235,0.0,May,2,2,4,2,Returning_Visitor,False,True
3513,0,0.0,0,0.0,12,260.0,0.05,0.083333333,0.0,0.6,May,1,1,7,1,Returning_Visitor,False,False
3514,0,0.0,0,0.0,7,604.0,0.0,0.033333333,53.988,0.0,May,2,5,3,2,New_Visitor,False,True
3515,7,159.5,0,0.0,13,362.5,0.0,0.003921569000000001,0.0,0.0,May,2,2,7,2,New_Visitor,False,False
3516,1,37.0,0,0.0,30,1584.3,0.0,0.01547619,3.356892857,0.0,May,3,2,9,4,Returning_Visitor,True,False
3517,4,80.0,0,0.0,79,3855.2,0.012345678999999998,0.028765432,0.0,0.6,May,3,2,3,4,Returning_Visitor,False,False
3518,1,8.5,0,0.0,14,543.8333332999999,0.0,0.007692308,0.0,0.0,May,2,2,3,5,New_Visitor,True,False
3519,0,0.0,0,0.0,12,574.0,0.016666667,0.083333333,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
3520,0,0.0,0,0.0,10,127.75,0.053333333,0.075,0.0,0.0,May,1,1,2,3,Returning_Visitor,False,False
3521,1,241.0,0,0.0,39,2666.0,0.015384615,0.046153846,0.0,0.2,May,2,2,5,13,Returning_Visitor,False,False
3522,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
3523,0,0.0,0,0.0,23,1166.333333,0.0,0.02826087,22.2993913,0.0,May,2,2,6,2,Returning_Visitor,False,False
3524,16,284.85,0,0.0,276,4758.3806380000005,0.001034483,0.007306261999999999,27.43209507,0.0,May,4,1,3,1,Returning_Visitor,True,True
3525,0,0.0,1,16.0,8,308.0,0.0,0.025,35.091,0.0,May,2,4,1,2,Returning_Visitor,False,True
3526,7,64.75,1,17.0,100,2463.244841,0.0018867920000000002,0.014944593999999999,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
3527,0,0.0,0,0.0,3,28.0,0.0,0.066666667,0.0,0.0,May,4,1,1,3,Returning_Visitor,False,False
3528,1,2.0,0,0.0,24,958.25,0.025,0.035,24.34016667,0.0,May,2,2,1,6,Returning_Visitor,False,False
3529,4,47.5,0,0.0,16,331.3333333,0.0,0.010526316,254.6071579,0.0,May,2,5,1,2,New_Visitor,False,True
3530,6,108.91666670000001,0,0.0,24,516.4166667,0.0,0.013333333000000001,8.1816,0.0,May,2,2,1,5,Returning_Visitor,True,True
3531,0,0.0,0,0.0,18,689.6666667000001,0.023529412000000003,0.030392157000000003,0.0,0.0,May,2,2,7,6,Returning_Visitor,True,False
3532,0,0.0,0,0.0,22,887.3547618999999,0.01,0.0145,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,False
3533,3,25.57142857,1,0.0,15,2026.4761899999999,0.011764706000000002,0.07254902,0.0,0.0,May,4,1,1,1,Returning_Visitor,False,False
3534,4,123.0,1,29.5,16,529.3333333,0.0,0.0045,0.0,0.0,May,3,3,2,2,New_Visitor,False,False
3535,1,48.0,0,0.0,52,2376.861905,0.016666667,0.045679012000000005,13.32592593,0.0,May,2,2,3,3,Returning_Visitor,False,False
3536,1,64.0,0,0.0,33,1564.17381,0.00625,0.003506944,10.12275,0.0,May,1,1,2,5,Returning_Visitor,True,False
3537,4,69.0,0,0.0,20,1180.0,0.0,0.009090909,30.52636364,0.0,May,2,2,6,3,Returning_Visitor,False,True
3538,0,0.0,0,0.0,14,291.6,0.0,0.085714286,0.0,1.0,May,2,2,1,6,Returning_Visitor,True,False
3539,0,0.0,0,0.0,2,203.0,0.0,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
3540,2,18.0,0,0.0,32,871.8333332999998,0.009375,0.020833333,31.903875,0.6,May,4,1,1,3,Returning_Visitor,False,False
3541,4,322.5,1,29.0,78,3098.992857,0.007692308,0.022124542,0.0,0.0,May,3,2,3,13,Returning_Visitor,True,False
3542,2,178.5,2,314.0,19,2340.5,0.0,0.015873016,52.08342857,0.0,May,2,4,1,4,Returning_Visitor,False,False
3543,0,0.0,0,0.0,5,108.0,0.0,0.05,0.0,0.0,May,1,1,4,3,Returning_Visitor,False,False
3544,1,82.0,0,0.0,59,1927.122222,0.007909605,0.023728813999999997,23.87629104,0.0,May,2,2,9,13,Returning_Visitor,False,True
3545,0,0.0,0,0.0,15,143.75,0.08,0.091555556,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False
3546,0,0.0,0,0.0,9,553.0,0.0,0.025,53.988,0.0,May,1,1,1,4,New_Visitor,False,True
3547,0,0.0,0,0.0,7,855.0,0.0,0.028571429,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
3548,8,176.66666669999998,2,153.0,27,880.8,0.007291667,0.020192308,8.54525,0.0,May,1,1,2,2,Returning_Visitor,True,True
3549,1,0.0,0,0.0,7,37.0,0.083333333,0.108333333,0.0,0.6,May,1,1,2,4,Returning_Visitor,False,False
3550,0,0.0,0,0.0,29,1721.125,0.042528736,0.071264368,0.0,0.6,May,3,2,2,13,Returning_Visitor,False,False
3551,1,418.0,3,76.0,70,3345.685836,0.002515091,0.007571185,7.204613682000001,0.0,May,2,10,6,4,Returning_Visitor,False,True
3552,0,0.0,0,0.0,29,809.1666667000001,0.017857143,0.032142857000000004,0.0,0.0,May,2,6,1,3,Returning_Visitor,False,False
3553,0,0.0,0,0.0,10,466.75,0.0,0.028571429,0.0,0.0,May,3,2,1,4,Returning_Visitor,True,False
3554,1,23.0,0,0.0,35,1513.0,0.04,0.069333333,0.0,0.4,May,2,2,1,1,Returning_Visitor,False,False
3555,1,12.5,0,0.0,51,769.9928571,0.0,0.004081633,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
3556,0,0.0,0,0.0,11,126.66666670000001,0.072727273,0.090909091,0.0,0.4,May,1,1,1,3,Returning_Visitor,False,False
3557,0,0.0,0,0.0,25,317.5,0.0125,0.031944444,0.0,0.0,May,2,2,5,6,Returning_Visitor,False,False
3558,0,0.0,0,0.0,9,389.0,0.12222222199999999,0.12222222199999999,0.0,0.2,May,3,2,2,13,Returning_Visitor,False,False
3559,0,0.0,0,0.0,2,44.0,0.0,0.1,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
3560,0,0.0,0,0.0,13,252.0,0.0,0.061538462,0.0,0.0,May,2,2,8,3,Returning_Visitor,False,False
3561,5,66.96666667,2,416.0,291,12065.18135,0.00122631,0.008659512,9.013011371000001,0.0,May,2,2,1,4,Returning_Visitor,False,False
3562,1,120.0,1,85.0,33,616.4333333,0.0,0.005714286,0.0,0.0,May,2,2,5,2,New_Visitor,False,False
3563,0,0.0,0,0.0,10,978.0,0.0,0.025,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
3564,5,54.0,0,0.0,16,487.66666669999995,0.0,0.026315789,0.0,0.0,May,1,1,2,3,Returning_Visitor,False,False
3565,0,0.0,0,0.0,3,60.0,0.0,0.066666667,0.0,0.0,May,2,2,7,2,Returning_Visitor,True,False
3566,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,7,2,Returning_Visitor,True,False
3567,0,0.0,0,0.0,23,647.5,0.028571429,0.04,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
3568,0,0.0,0,0.0,14,204.5,0.046153846,0.084615385,0.0,0.6,May,1,1,4,3,Returning_Visitor,False,False
3569,0,0.0,0,0.0,10,72.0,0.08,0.11,0.0,0.6,May,3,2,1,6,Returning_Visitor,False,False
3570,1,4.0,0,0.0,18,143.85,0.0,0.034117647,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
3571,7,374.36904760000004,0,0.0,5,258.0833333,0.004545455,0.052525253,0.0,0.0,May,3,2,3,1,Returning_Visitor,False,False
3572,0,0.0,0,0.0,7,99.7,0.0,0.014285714,0.0,0.2,May,1,1,1,1,Returning_Visitor,False,False
3573,1,5.5,0,0.0,7,277.0,0.04444444400000001,0.035555556,0.0,0.4,May,1,1,1,3,Returning_Visitor,False,False
3574,0,0.0,9,1779.1666670000002,12,1886.5,0.0070175440000000006,0.019298246,0.0,0.6,May,2,2,6,3,New_Visitor,False,False
3575,0,0.0,0,0.0,80,1987.5333329999999,0.035,0.06514881,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
3576,0,0.0,0,0.0,17,391.8666667,0.0,0.029411765,0.0,1.0,May,2,2,1,1,Returning_Visitor,True,False
3577,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
3578,6,374.0,0,0.0,83,791.9559524,0.013636364,0.025536616,0.0,0.6,May,3,2,1,1,Returning_Visitor,False,False
3579,0,0.0,0,0.0,9,127.5,0.0,0.022222222000000003,0.0,0.0,May,2,7,2,11,Returning_Visitor,False,False
3580,0,0.0,0,0.0,38,2259.2,0.022222222000000003,0.037962962999999995,0.0,0.2,May,2,2,7,11,Returning_Visitor,False,False
3581,0,0.0,2,109.0,23,1232.733333,0.0,0.012820513,56.35884615,0.0,May,4,2,1,19,Returning_Visitor,True,True
3582,1,41.0,0,0.0,30,1018.0,0.0,0.0034482759999999997,54.21806897,0.0,May,2,2,1,2,Returning_Visitor,False,True
3583,1,15.0,0,0.0,29,1397.5,0.011555556000000002,0.046190475999999994,0.0,0.8,May,2,4,7,3,Returning_Visitor,False,False
3584,0,0.0,0,0.0,18,292.5,0.013888889,0.01957672,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
3585,1,11.0,0,0.0,11,183.5,0.0,0.018181818,0.0,0.0,May,2,2,1,4,New_Visitor,True,False
3586,0,0.0,1,134.33333330000002,16,765.4454545,0.006666666999999999,0.006,0.0,0.8,May,2,10,1,1,Returning_Visitor,False,False
3587,0,0.0,0,0.0,20,1006.666667,0.0,0.005555556,0.0,0.6,May,1,1,1,2,Returning_Visitor,False,False
3588,1,9.0,0,0.0,12,764.75,0.0,0.023076923,9.641076923,0.4,May,2,2,8,2,New_Visitor,False,True
3589,0,0.0,0,0.0,2,61.0,0.0,0.05,0.0,0.0,May,3,2,3,15,Returning_Visitor,False,False
3590,0,0.0,0,0.0,48,1304.666667,0.016666667,0.051215277999999996,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False
3591,7,54.63636364,1,75.0,67,1336.554221,0.0,0.027327327000000002,4.148878378,0.0,May,2,2,7,4,Returning_Visitor,False,False
3592,0,0.0,0,0.0,12,336.8,0.0,0.006666666999999999,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,False
3593,1,45.0,0,0.0,8,183.0,0.0,0.011111111000000002,0.0,0.0,May,1,1,1,4,Returning_Visitor,False,False
3594,2,44.33333333,0,0.0,19,813.1,0.0,0.01,20.0031,0.0,May,2,2,1,2,Returning_Visitor,False,True
3595,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,May,2,2,7,3,Returning_Visitor,False,False
3596,4,738.0,0,0.0,21,664.3333332999999,0.0,0.015277778,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
3597,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,9,4,Returning_Visitor,True,False
3598,0,0.0,0,0.0,6,655.0,0.033333333,0.022222222000000003,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False
3599,1,72.0,0,0.0,10,343.0,0.0,0.02,0.0,0.0,May,2,2,6,1,Returning_Visitor,False,False
3600,0,0.0,1,3.0,51,5407.788889,0.001923077,0.020120574,7.793528571,0.0,May,2,2,3,2,Returning_Visitor,False,False
3601,1,12.0,0,0.0,18,691.5,0.0,0.005,0.0,0.0,May,2,4,4,2,Returning_Visitor,False,False
3602,9,468.36666669999994,1,88.0,114,3772.405525,0.0,0.001680672,42.41914286,0.0,May,2,2,2,14,Returning_Visitor,True,True
3603,5,55.5,0,0.0,4,24.5,0.022222222000000003,0.037037037,0.0,1.0,May,3,2,6,3,Returning_Visitor,True,False
3604,3,283.6666667,1,17.0,27,2154.72381,0.036781609,0.047660099000000004,0.0,0.0,May,1,2,1,3,Returning_Visitor,True,False
3605,0,0.0,0,0.0,22,883.0,0.133333333,0.14891774900000002,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
3606,0,0.0,0,0.0,4,33.0,0.1,0.15,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
3607,0,0.0,0,0.0,14,632.0,0.028571429,0.042857143,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
3608,0,0.0,0,0.0,3,25.0,0.066666667,0.133333333,0.0,1.0,May,3,2,3,3,Returning_Visitor,True,False
3609,0,0.0,0,0.0,14,180.5,0.085714286,0.092142857,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
3610,0,0.0,0,0.0,9,73.66666667,0.0,0.022222222000000003,0.0,0.2,May,2,2,1,3,Returning_Visitor,False,False
3611,3,53.5,0,0.0,26,1097.05,0.0,0.019605911,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
3612,0,0.0,0,0.0,10,611.0,0.02,0.06,0.0,0.8,May,2,4,3,1,Returning_Visitor,False,False
3613,8,132.0,0,0.0,20,413.0,0.011111111000000002,0.027407407,36.51581481,0.0,May,1,1,1,2,Returning_Visitor,False,True
3614,0,0.0,0,0.0,20,724.1333333,0.074074074,0.083333333,0.0,0.6,May,3,3,3,4,Returning_Visitor,False,False
3615,3,101.0,0,0.0,7,441.0,0.02,0.04,0.0,0.0,May,2,5,4,4,Returning_Visitor,False,False
3616,0,0.0,0,0.0,65,1803.5841269999999,0.023794872,0.031250162000000005,0.0,0.8,May,3,2,6,3,Returning_Visitor,False,False
3617,0,0.0,0,0.0,11,855.25,0.018181818,0.063636364,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
3618,1,109.0,0,0.0,9,466.66666669999995,0.0,0.0125,0.0,0.0,May,2,4,1,4,New_Visitor,True,False
3619,7,278.8333333,2,15.0,38,2311.090909,0.004651163,0.022868217000000003,4.247372093,0.0,May,2,5,1,3,Returning_Visitor,False,False
3620,0,0.0,0,0.0,15,309.8,0.0,0.016666667,0.0,0.2,May,2,2,6,4,Returning_Visitor,False,False
3621,1,0.0,0,0.0,27,889.0,0.021428571,0.067857143,0.0,0.0,May,4,1,3,3,Returning_Visitor,False,False
3622,0,0.0,0,0.0,9,78.25,0.07777777799999999,0.088888889,0.0,0.0,May,1,1,3,2,Returning_Visitor,True,False
3623,0,0.0,0,0.0,11,142.16666669999998,0.02,0.03,0.0,0.0,May,2,2,9,4,Returning_Visitor,True,False
3624,0,0.0,0,0.0,5,57.0,0.0,0.04,0.0,0.6,May,2,2,3,1,Returning_Visitor,False,False
3625,0,0.0,0,0.0,22,647.6666667000001,0.009090909,0.026060606,0.0,1.0,May,2,2,4,3,Returning_Visitor,True,False
3626,1,21.5,2,323.0,14,836.8333332999999,0.0,0.0019047620000000002,0.0,0.0,May,2,2,8,2,New_Visitor,False,False
3627,0,0.0,0,0.0,18,133.0,0.038888888999999996,0.072222222,0.0,0.0,May,4,1,1,2,Returning_Visitor,True,False
3628,4,250.8571429,1,37.5,71,1145.5714289999999,0.0,0.0040540540000000005,80.58733784,0.0,May,2,4,1,1,Returning_Visitor,False,False
3629,0,0.0,0,0.0,15,984.0,0.015384615,0.007692308,0.0,0.0,May,2,5,3,6,Returning_Visitor,True,False
3630,6,545.0,4,101.5,53,2797.213095,0.004098361,0.02454223,2.2272786890000003,0.8,May,3,2,1,4,Returning_Visitor,False,False
3631,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,2,2,6,1,Returning_Visitor,True,False
3632,0,0.0,0,0.0,3,108.0,0.0,0.066666667,0.0,0.0,May,2,2,4,13,Returning_Visitor,False,False
3633,6,60.0,0,0.0,4,34.0,0.0,0.033333333,0.0,0.0,May,2,2,9,5,New_Visitor,False,False
3634,0,0.0,0,0.0,6,399.0,0.033333333,0.022222222000000003,44.99,0.0,May,3,2,2,5,Returning_Visitor,False,True
3635,1,13.0,1,53.0,16,388.74444439999996,0.0,0.006666666999999999,0.0,0.0,May,1,1,1,1,Returning_Visitor,False,False
3636,3,37.3,4,166.0,67,3872.5094200000003,0.039495922999999995,0.04474971,2.341419718,0.0,May,3,2,3,2,Returning_Visitor,True,False
3637,0,0.0,0,0.0,4,59.0,0.125,0.175,0.0,0.8,May,2,2,4,1,Returning_Visitor,False,False
3638,5,68.0,0,0.0,36,818.5,0.007894736999999999,0.028070175,0.0,0.8,May,2,2,1,3,Returning_Visitor,False,False
3639,0,0.0,0,0.0,57,4115.233333,0.0035087720000000003,0.018421053,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
3640,0,0.0,0,0.0,10,146.7666667,0.0,0.002272727,0.0,0.0,May,2,4,1,1,Returning_Visitor,False,False
3641,0,0.0,0,0.0,17,212.83333330000002,0.041176471,0.06764705900000001,0.0,0.4,May,1,1,4,3,Returning_Visitor,False,False
3642,4,237.83333330000002,0,0.0,66,3268.075758,0.005882353000000001,0.029549127,0.0,1.0,May,2,2,7,4,Returning_Visitor,True,False
3643,0,0.0,0,0.0,17,295.0,0.011764706000000002,0.052941176,0.0,0.8,May,2,2,2,6,Returning_Visitor,False,False
3644,3,120.66666670000001,0,0.0,8,261.6,0.0,0.01,0.0,0.0,May,2,7,1,2,New_Visitor,False,False
3645,0,0.0,0,0.0,3,62.0,0.1,0.125,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
3646,3,119.0,1,86.0,25,413.72222220000003,0.0,0.013076923,15.40042308,0.0,May,1,1,7,4,Returning_Visitor,False,False
3647,0,0.0,0,0.0,13,1005.0,0.0,0.016666667,0.0,0.0,May,2,2,7,2,New_Visitor,False,False
3648,0,0.0,0,0.0,54,2222.9,0.0037037040000000004,0.014814815,0.0,0.0,May,4,1,1,4,Returning_Visitor,False,False
3649,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,May,2,2,1,13,Returning_Visitor,False,False
3650,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,False
3651,2,7.0,0,0.0,21,467.95238099999995,0.047619048,0.068253968,0.0,0.0,May,2,5,1,3,Returning_Visitor,False,False
3652,1,65.0,0,0.0,13,531.0,0.033333333,0.05,0.0,0.0,May,2,6,3,3,Returning_Visitor,False,False
3653,0,0.0,0,0.0,4,142.0,0.0,0.05,0.0,0.6,May,2,2,1,13,Returning_Visitor,False,False
3654,4,1764.0,1,0.0,3,86.0,0.0,0.033333333,0.0,0.0,May,3,2,4,5,New_Visitor,False,False
3655,1,68.0,0,0.0,20,870.6666667000002,0.0,0.020175439,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
3656,0,0.0,0,0.0,7,1010.166667,0.028571429,0.095238095,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
3657,0,0.0,0,0.0,9,27.5,0.04444444400000001,0.1,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
